Kontonummer,Kontenbezeichnung,Kontenkategorie,Kontenunterart,Bilanzposition_Aktiva,Bilanzposition_Passiva,GuV_Position,Handlungshilfe,UStVA_Kennzahl,Steuerschluessel,USt_Berichtskategorie,Kontoart,Automatikkonto,Standard-Gegenkonto
2403,"Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 7% USt.",Betriebsausgabe,Forderungsverluste,"","","8. Sonstige betriebliche Aufwendungen","Abschreibung uneinbringlicher Forderungen inkl. Korrektur der 7% USt (Fernverkäufe).","86","","Umsatzerlöse",Aufwandskonto,Ja,
2406,"Forderungsverluste 19% USt.",Betriebsausgabe,Forderungsverluste,"","","8. Sonstige betriebliche Aufwendungen","Abschreibung uneinbringlicher Forderungen, inkl. Korrektur der 19% USt.","81","","Umsatzerlöse",Aufwandskonto,Ja,1445
2408,"Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt.",Betriebsausgabe,Forderungsverluste,"","","8. Sonstige betriebliche Aufwendungen","Abschreibung uneinbringlicher Forderungen inkl. Korrektur der 19% USt (Fernverkäufe).","81","","Umsatzerlöse",Aufwandskonto,Ja,
2430,"Forderungsverluste, unüblich hoch",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Außergewöhnlich hohe Forderungsausfälle.","","","",Aufwandskonto,Nein,1400
2431,"Forderungsverluste 7% USt, unüblich hoch",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Außergewöhnlich hohe Forderungsausfälle inkl. USt-Korrektur.","86","","Umsatzerlöse",Aufwandskonto,Ja,1446
2436,"Forderungsverluste 19% USt, unüblich hoch",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Außergewöhnlich hohe Forderungsausfälle inkl. USt-Korrektur.","81","","Umsatzerlöse",Aufwandskonto,Ja,1445
2494,"Abgeführte Gewinne aufgrund von Gewinn- oder Teilgewinnabführungsvertrags",Ergebnisverwendung,Gewinnverwendung,"","","A.V. Jahresüberschuss/-fehlbetrag (als Minderung)","Buchung der Gewinnabführung an eine Muttergesellschaft im Rahmen eines Ergebnisabführungsvertrags.","","","",Ergebnisverwendung,Nein,
2495,"Einstellungen in die Kapitalrücklage nach den Vorschriften über die vereinfachte Kapitalherabsetzung",Ergebnisverwendung,Rücklagenbewegung,"","","A.II. Kapitalrücklage","Buchung im Rahmen einer vereinfachten Kapitalherabsetzung.","","","",Ergebnisverwendung,Nein,
2496,"Einstellungen in die gesetzliche Rücklage",Ergebnisverwendung,Rücklagenbewegung,"","","A.III.1. Gesetzliche Rücklage","Zuführung zur gesetzlichen Rücklage aus dem Jahresüberschuss.","","","",Ergebnisverwendung,Nein,0846
2497,"Einstellungen in satzungsmäßige Rücklage",Ergebnisverwendung,Rücklagenbewegung,"","","A.III.3. Satzungsmäßige Rücklagen","Zuführung zu satzungsmäßigen Rücklagen aus dem Jahresüberschuss.","","","",Ergebnisverwendung,Nein,0851
2498,"Einstellungen in die Rücklage für eigene Anteile",Ergebnisverwendung,Rücklagenbewegung,"","","A.III.2. Rücklage für eigene Anteile","Zuführung zur Rücklage für eigene Anteile aus dem Jahresüberschuss.","","","",Ergebnisverwendung,Nein,0848
2499,"Einstellungen in andere Gewinnrücklagen",Ergebnisverwendung,Rücklagenbewegung,"","","A.III.4. Andere Gewinnrücklagen","Zuführung zu freiwilligen Gewinnrücklagen aus dem Jahresüberschuss.","","","",Ergebnisverwendung,Nein,0855
2500,"Außerordentliche Erträge",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Erträge, die außergewöhnlich für den Geschäftsbetrieb sind.","","","",Ertragskonto,Nein,1200
2505,"Außerordentliche Erträge nicht finanzwirksam",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Außergewöhnliche Erträge, die keinen Geldzufluss bewirken (z.B. Zuschreibung).","","","",Ertragskonto,Nein,
2510,"Sonstige betriebsfremde Erträge",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Erträge, die nicht mit dem eigentlichen Betriebszweck zusammenhängen.","","","",Ertragskonto,Nein,1200
2520,"Periodenfremde Erträge",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Erträge, die wirtschaftlich in eine andere Abrechnungsperiode gehören (z.B. Erstattung aus Vorjahr).","","","",Ertragskonto,Nein,1200
2590,"Erträge aus der Anwendung von Übergangsvorschriften",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Erträge, die sich aus der erstmaligen Anwendung von Gesetzesänderungen (z.B. BilMoG) ergeben.","","","",Ertragskonto,Nein,
2670,Diskonterträge,Einnahme,Zinsertrag,"","","11. sonstige Zinsen und ähnliche Erträge","Erträge aus dem Ankauf von Wechseln vor Fälligkeit.","","","",Ertragskonto,Nein,1200
2679,"Diskonterträge aus verbundenen Unternehmen",Einnahme,Zinsertrag,"","","11. davon aus verbundenen Unternehmen","Wie 2670, jedoch bei Ankauf von einem verbundenen Unternehmen.","","","",Ertragskonto,Nein,1200
2680,"Zinsähnliche Erträge",Einnahme,Zinsertrag,"","","11. sonstige Zinsen und ähnliche Erträge","Erträge, die Zinscharakter haben (z.B. Verzugszinsen von Kunden).","","","",Ertragskonto,Nein,1200
2720,"Erträge aus dem Abgang von Gegenständen des Anlagevermögens",Einnahme,Anlagenabgang,"","","4. Sonstige betriebliche Erträge","Verkaufserlös beim Verkauf von Anlagegütern.","","","Erlöse aus Anlagenverkäufen",Ertragskonto,Nein,1400
2725,"Erträge aus dem Abgang von Gegenständen des Umlaufvermögens",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Erlöse aus dem Verkauf von Umlaufvermögen (außer Waren) über Buchwert.","","","",Ertragskonto,Nein,1200
2726,"Erträge aus dem Abgang Umlaufvermögen zum Teil steuerfrei",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Wie 2725, wenn der Gewinn steuerlich teilweise steuerfrei ist.","","","",Ertragskonto,Nein,1200
2732,"Erträge aus abgeschriebenen Forderungen",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Zahlungseingänge auf Forderungen, die bereits als uneinbringlich ausgebucht waren.","","","",Ertragskonto,Nein,1200
2735,"Erträge aus der Auflösung von Rückstellungen",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Ertragswirksame Auflösung von Rückstellungen, die nicht mehr benötigt werden.","","","",Ertragskonto,Nein,
2736,"Erträge aus der Herabsetzung von Verbindlichkeiten",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Erträge aus dem teilweisen oder vollständigen Erlass von Schulden durch einen Gläubiger.","","","",Ertragskonto,Nein,
2745,"Erträge aus Kapitalherabsetzung",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Erträge, die im Rahmen einer Kapitalherabsetzung entstehen.","","","",Ertragskonto,Nein,
2746,"Steuerfreie Erträge aus der Auflösung von steuerlichen Rücklagen",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Auflösung von Rücklagen, die unter bestimmten Voraussetzungen steuerfrei ist.","","","",Ertragskonto,Nein,
2747,"Sonstige steuerfreie Betriebseinnahmen",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Betriebseinnahmen, die nach dem EStG oder KStG steuerfrei sind (z.B. bestimmte Zuschüsse).","","","",Ertragskonto,Nein,1200
2749,"Erstattungen Aufwendungsausgleichsgesetz",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Erstattungen der Krankenkassen für Lohnfortzahlung im Krankheitsfall (U1) oder bei Mutterschaft (U2).","","","",Ertragskonto,Nein,1200
2762,"Kostenerstattungen, Rückvergütungen und Gutschriften für frühere Jahre",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Periodenfremde Erträge aus Erstattungen.","","","",Ertragskonto,Nein,1200
2764,"Erträge aus Verwaltungskostenumlagen",Einnahme,"Sonstige betriebliche Erträge","","","4. Sonstige betriebliche Erträge","Erträge aus der Weiterberechnung von Verwaltungskosten (z.B. an Tochtergesellschaften).","","","",Ertragskonto,Nein,1400
2870,Vorabausschüttung,Ergebnisverwendung,Gewinnverwendung,"","","A.V. Jahresüberschuss/-fehlbetrag (als Minderung)","Buchung einer bereits vor Feststellung des Jahresabschlusses geleisteten Gewinnausschüttung.","","","",Ergebnisverwendung,Nein,1200
3000,"Materialaufwand Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Materialaufwand,"","","5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Aufwand für den Verbrauch von Materialien, die in die Produkte eingehen oder für den Betrieb benötigt werden.","","","",Aufwandskonto,Nein,1600
3010,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7/5% Vorsteuer",Betriebsausgabe,Materialaufwand,"","","5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Einkauf von RHB zum ermäßigten Steuersatz.","66","9","",Aufwandskonto,Ja,1600
3030,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19/16% Vorsteuer",Betriebsausgabe,Materialaufwand,"","","5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Einkauf von RHB zum Regelsteuersatz.","66","9","",Aufwandskonto,Ja,1600
3060,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7% VSt. und 7% USt.",Betriebsausgabe,Materialaufwand,"","","5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Innergemeinschaftlicher Erwerb von RHB zum ermäßigten Steuersatz.","93/61","92","",Aufwandskonto,Ja,1600
3062,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19% VSt. und 19% USt.",Betriebsausgabe,Materialaufwand,"","","5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Innergemeinschaftlicher Erwerb von RHB zum Regelsteuersatz.","89/61","94","",Aufwandskonto,Ja,1600
3066,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne VSt. und 7% USt.",Betriebsausgabe,Materialaufwand,"","","5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Wie 3060, jedoch ohne Vorsteuerabzugsberechtigung.","93","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3067,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne VSt. und 19% USt.",Betriebsausgabe,Materialaufwand,"","","5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Wie 3062, jedoch ohne Vorsteuerabzugsberechtigung.","89","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3120,"Bauleistungen eines im Inland ansässigen Unternehmers 19/16% Vorsteuer und 19/16% Umsatzsteuer",Betriebsausgabe,"Bezogene Leistungen","","","5.b) Aufwendungen für bezogene Leistungen","Aufwand für Bauleistungen nach §13b UStG.","84/67","94","",Aufwandskonto,Ja,1600
3123,"Leistungen eines im EU-Land ansässigen Unternehmers 19/16% VSt. und 19/16% USt.",Betriebsausgabe,"Bezogene Leistungen","","","5.b) Aufwendungen für bezogene Leistungen","Aufwand für sonstige Leistungen aus dem EU-Ausland nach §13b UStG.","84/67","94","",Aufwandskonto,Ja,1600
3125,"Leistungen eines im Drittland ansässigen Unternehmers 19/16% VSt. und 19/16% USt.",Betriebsausgabe,"Bezogene Leistungen","","","5.b) Aufwendungen für bezogene Leistungen","Aufwand für sonstige Leistungen aus dem Drittland nach §13b UStG.","84/67","94","",Aufwandskonto,Ja,1600
3143,"Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 19/16% Umsatzsteuer",Betriebsausgabe,"Bezogene Leistungen","","","5.b) Aufwendungen für bezogene Leistungen","Wie 3123, jedoch ohne Vorsteuerabzugsberechtigung.","84","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3145,"Leistungen eines im Drittland ansässigen Unternehmers ohne Vorsteuer und 19/16% Umsatzsteuer",Betriebsausgabe,"Bezogene Leistungen","","","5.b) Aufwendungen für bezogene Leistungen","Wie 3125, jedoch ohne Vorsteuerabzugsberechtigung.","84","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3151,"Erhaltene Skonti aus Leistungen nach §13b, 19% VSt u. 19% Ust",Einnahme,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Leistungen (als Minderung)","Skontoabzug von Rechnungen nach §13b mit 19% USt.","84/67","94","",Ertragskonto,Ja,1600
3152,"Erhaltene Skonti aus Leistungen nach §13b, 16% VSt u. 16% Ust",Einnahme,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Leistungen (als Minderung)","Skontoabzug von Rechnungen nach §13b mit 16% USt.","84/67","94","",Ertragskonto,Ja,1600
3154,"Erhaltene Skonti aus Leistungen nach §13b, ohne Vorsteuer, 19% Ust.",Einnahme,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Leistungen (als Minderung)","Wie 3151, jedoch ohne Vorsteuerabzugsberechtigung.","84","","Wareneinsatz und Fremdleistungen",Ertragskonto,Ja,1600
3155,"Erhaltene Skonti aus Leistungen nach §13b, ohne Vorsteuer, 16% Ust.",Einnahme,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Leistungen (als Minderung)","Wie 3152, jedoch ohne Vorsteuerabzugsberechtigung.","84","","Wareneinsatz und Fremdleistungen",Ertragskonto,Ja,1600
3160,"Leistungen nach §13b UStG mit Vorsteuerabzug",Betriebsausgabe,"Bezogene Leistungen","","","5.b) Aufwendungen für bezogene Leistungen","Sammelkonto für Aufwendungen nach §13b UStG mit Vorsteuerabzug.","84/67","94","",Aufwandskonto,Ja,1600
3165,"Leistungen nach §13b UStG ohne Vorsteuerabzug",Betriebsausgabe,"Bezogene Leistungen","","","5.b) Aufwendungen für bezogene Leistungen","Sammelkonto für Aufwendungen nach §13b UStG ohne Vorsteuerabzug.","84","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3200,Wareneingang,Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Einkauf von Handelswaren ohne Vorsteuerabzug (z.B. von Kleinunternehmern).","","","",Aufwandskonto,Nein,1600
3300,"Wareneingang - 7/5% Vorsteuer",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Einkauf von Handelswaren zum ermäßigten Vorsteuersatz.","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3400,"Wareneingang - 19/16% Vorsteuer",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Einkauf von Handelswaren zum Regel-Vorsteuersatz.","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3420,"Wareneingang EU 7/5% VSt. u. USt",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Innergemeinschaftlicher Erwerb von Handelswaren zum ermäßigten Steuersatz.","93/61","92","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3425,"Wareneingang EU 19/16% USt. u. VSt.",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Innergemeinschaftlicher Erwerb von Handelswaren zum Regelsteuersatz.","89/61","94","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3430,"Wareneingang EU ohne Vorsteuer und 7% / 5 % Umsatzsteuer",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Wie 3420, jedoch ohne Berechtigung zum Vorsteuerabzug.","93","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3435,"Wareneingang EU ohne Vorsteuer und 19/16% Umsatzsteuer",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Wie 3425, jedoch ohne Berechtigung zum Vorsteuerabzug.","89","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3440,"EU-Erwerb von Neufahrzeugen 19/16% Vorsteuer und 19/16% Umsatzsteuer Lieferanten ohne USt. ID",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Innergemeinschaftlicher Erwerb eines Neufahrzeugs von einer Privatperson oder einem nicht-Unternehmer.","96/61","94","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3550,"Steuerfreier innergemeinschaftlicher Erwerb",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Erwerb von Waren, der unter bestimmten Bedingungen steuerfrei ist (z.B. bei Verbringen in ein USt-Lager).","90","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3558,"Wareneingang im anderen EU-Land steuerbar",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Erwerb von Waren im Rahmen von Reihengeschäften, wenn der Erwerb in einem anderen EU-Land steuerbar ist.","","","",Aufwandskonto,Nein,1600
3559,"Wareneingang Drittland (Steuerfreie Einfuhren)",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Einfuhr von Waren, die von der Einfuhrumsatzsteuer befreit ist.","","","",Aufwandskonto,Nein,1600
3600,"Nicht abziehbare Vorsteuer (Waren-EK)",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Als Aufwand gebuchte Vorsteuer, die nicht abzugsfähig ist und direkt den Anschaffungskosten zugerechnet wird.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3610,"Nicht abziehbare Vorsteuer 7% (Waren-EK)",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Wie 3600, für den ermäßigten Steuersatz.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3660,"Nicht abziehbare Vorsteuer 19% (Waren-EK)",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Wie 3600, für den Regelsteuersatz.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3700,Nachlässe,Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Erhaltene Preisnachlässe (Boni, Rabatte) ohne Vorsteuer, die den Wareneinsatz mindern.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3701,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Erhaltene Preisnachlässe ohne Vorsteuer, die den Materialaufwand mindern.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3710,"Nachlässe 7/5% VSt",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Preisnachlässe mit Vorsteuerkorrektur (ermäßigter Satz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3714,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7/5% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Preisnachlässe für RHB mit Vorsteuerkorrektur (ermäßigter Satz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3715,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19/16% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Preisnachlässe für RHB mit Vorsteuerkorrektur (Regelsatz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3717,"Nachlässe Einkauf Roh-, Hilfs- und Betriebsstoffe, EU-Erwerb 7/5% VSt und USt",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Preisnachlässe für i.g. Erwerb von RHB (ermäßigter Satz).","93/61","92","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3718,"Nachlässe Einkauf Roh-, Hilfs- und Betriebsstoffe, EU-Erwerb 19/16% VSt und USt",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Preisnachlässe für i.g. Erwerb von RHB (Regelsatz).","89/61","94","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3720,"Nachlässe 19/16% VSt",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Preisnachlässe mit Vorsteuerkorrektur (Regelsatz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3724,"Nachlässe EU-Erwerb 7/5% Vorsteuer und 7/5% Umsatzsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Preisnachlässe für i.g. Erwerb von Waren (ermäßigter Satz).","93/61","92","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3725,"Nachlässe EU-Erwerb 19/16% Vorsteuer und 19/16% Umsatzsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Preisnachlässe für i.g. Erwerb von Waren (Regelsatz).","89/61","94","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3730,"Erhaltene Skonti",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Erhaltene Skonti ohne Vorsteuerkorrektur.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3731,"Erhaltene Skonti - 7% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Skontoabzug von Rechnungen mit 7% Vorsteuer.","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3732,"Erhaltene Skonti - 5% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Skontoabzug von Rechnungen mit 5% Vorsteuer (temporär gesenkt).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3733,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Erhaltene Skonti für RHB ohne Vorsteuerkorrektur.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3734,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Skontoabzug von RHB-Rechnungen mit 7% Vorsteuer.","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3735,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 5% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Skontoabzug von RHB-Rechnungen mit 5% Vorsteuer.","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3736,"Erhaltene Skonti - 19% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Skontoabzug von Rechnungen mit 19% Vorsteuer.","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3737,"Erhaltene Skonti - 16% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Skontoabzug von Rechnungen mit 16% Vorsteuer (temporär gesenkt).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3738,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Skontoabzug von RHB-Rechnungen mit 19% Vorsteuer.","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3739,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 16% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Skontoabzug von RHB-Rechnungen mit 16% Vorsteuer.","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3750,"Erhaltene Boni - 7/5% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Nachträglich erhaltene Boni mit Vorsteuerkorrektur (ermäßigter Satz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3753,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Nachträglich erhaltene Boni für RHB ohne Vorsteuerkorrektur.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3754,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7/5% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Nachträglich erhaltene Boni für RHB (ermäßigter Satz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3755,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19/16% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Nachträglich erhaltene Boni für RHB (Regelsatz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3760,"Erhaltene Boni - 19/16% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Nachträglich erhaltene Boni mit Vorsteuerkorrektur (Regelsatz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3769,"Erhaltene Boni",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Sammelkonto für erhaltene Boni ohne Vorsteuer.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3770,"Erhaltene Rabatte",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Sammelkonto für erhaltene Rabatte ohne Vorsteuer.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3780,"Erhaltene Rabatte 7/5% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Erhaltene Rabatte mit Vorsteuerkorrektur (ermäßigter Satz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3783,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Erhaltene Rabatte für RHB ohne Vorsteuerkorrektur.","","","Wareneinsatz und Fremdleistungen",Aufwandskonto,Nein,1600
3784,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7/5% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Erhaltene Rabatte für RHB (ermäßigter Satz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
