Kontonummer,Kontenbezeichnung,Kontenkategorie,Kontenunterart,Bilanzposition_Aktiva,Bilanzposition_Passiva,GuV_Position,Handlungshilfe,UStVA_Kennzahl,Steuerschluessel,USt_Berichtskategorie,Kontoart,Automatikkonto,Standard-Gegenkonto
3010,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7/5% Vorsteuer",Betriebsausgabe,Materialaufwand,Wareneinsatz und Fremdleistungen,,,"5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...",66,9,,,,
3030,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19/16% Vorsteuer",Betriebsausgabe,Materialaufwand,Wareneinsatz und Fremdleistungen,,,"5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...",66,9,,,,
3060,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7% VSt. und 7% USt.",Betriebsausgabe,Materialaufwand,Wareneinsatz und Fremdleistungen,,,"5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...",93/61,92,,,,
3062,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19% VSt. und 19% USt.",Betriebsausgabe,Materialaufwand,Wareneinsatz und Fremdleistungen,,,"5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...",89/61,94,,,,
3066,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne VSt. und 7% USt.",Betriebsausgabe,Materialaufwand,,,"5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Wie 3060, jedoch ohne Vorsteuerabzugsberechtigung.",93,,Wareneinsatz und Fremdleistungen,,,
3067,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne VSt. und 19% USt.",Betriebsausgabe,Materialaufwand,,,"5.a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe...","Wie 3062, jedoch ohne Vorsteuerabzugsberechtigung.",89,,Wareneinsatz und Fremdleistungen,,,
3120,Bauleistungen eines im Inland ansässigen Unternehmers 19/16% Vorsteuer und 19/16% Umsatzsteuer,Betriebsausgabe,Bezogene Leistungen,Wareneinsatz und Fremdleistungen,,,5.b) Aufwendungen für bezogene Leistungen,84/67,94,,,,
3123,Leistungen eines im EU-Land ansässigen Unternehmers 19/16% VSt. und 19/16% USt.,Betriebsausgabe,Bezogene Leistungen,Wareneinsatz und Fremdleistungen,,,5.b) Aufwendungen für bezogene Leistungen,84/67,94,,,,
3125,Leistungen eines im Drittland ansässigen Unternehmers 19/16% VSt. und 19/16% USt.,Betriebsausgabe,Bezogene Leistungen,Wareneinsatz und Fremdleistungen,,,5.b) Aufwendungen für bezogene Leistungen,84/67,94,,,,
3143,Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 19/16% Umsatzsteuer,Betriebsausgabe,Bezogene Leistungen,,,5.b) Aufwendungen für bezogene Leistungen,"Wie 3123, jedoch ohne Vorsteuerabzugsberechtigung.",84,,Wareneinsatz und Fremdleistungen,,,
3145,Leistungen eines im Drittland ansässigen Unternehmers ohne Vorsteuer und 19/16% Umsatzsteuer,Betriebsausgabe,Bezogene Leistungen,,,5.b) Aufwendungen für bezogene Leistungen,"Wie 3125, jedoch ohne Vorsteuerabzugsberechtigung.",84,,Wareneinsatz und Fremdleistungen,,,
3151,"Erhaltene Skonti aus Leistungen nach §13b, 19% VSt u. 19% Ust",Einnahme,Preisnachlässe,Wareneinsatz und Fremdleistungen,,,5.b) Aufwendungen für bezogene Leistungen (als Minderung),84/67,94,,,,
3152,"Erhaltene Skonti aus Leistungen nach §13b, 16% VSt u. 16% Ust",Einnahme,Preisnachlässe,Wareneinsatz und Fremdleistungen,,,5.b) Aufwendungen für bezogene Leistungen (als Minderung),84/67,94,,,,
3154,"Erhaltene Skonti aus Leistungen nach §13b, ohne Vorsteuer, 19% Ust.",Einnahme,Preisnachlässe,,,5.b) Aufwendungen für bezogene Leistungen (als Minderung),"Wie 3151, jedoch ohne Vorsteuerabzugsberechtigung.",84,,Wareneinsatz und Fremdleistungen,,,
3155,"Erhaltene Skonti aus Leistungen nach §13b, ohne Vorsteuer, 16% Ust.",Einnahme,Preisnachlässe,,,5.b) Aufwendungen für bezogene Leistungen (als Minderung),"Wie 3152, jedoch ohne Vorsteuerabzugsberechtigung.",84,,Wareneinsatz und Fremdleistungen,,,
3160,Leistungen nach §13b UStG mit Vorsteuerabzug,Betriebsausgabe,Bezogene Leistungen,Wareneinsatz und Fremdleistungen,,,5.b) Aufwendungen für bezogene Leistungen,84/67,94,,,,
3165,Leistungen nach §13b UStG ohne Vorsteuerabzug,Betriebsausgabe,Bezogene Leistungen,,,5.b) Aufwendungen für bezogene Leistungen,Sammelkonto für Aufwendungen nach §13b UStG ohne Vorsteuerabzug.,84,,Wareneinsatz und Fremdleistungen,,,
3200,Wareneingang,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,Einkauf von Handelswaren ohne Vorsteuerabzug (z.B. von Kleinunternehmern).,,,,,,
3300,Wareneingang - 7/5% Vorsteuer,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,Einkauf von Handelswaren zum ermäßigten Vorsteuersatz.,66,9,Wareneinsatz und Fremdleistungen,,,
3400,Wareneingang - 19/16% Vorsteuer,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,Einkauf von Handelswaren zum Regel-Vorsteuersatz.,66,9,Wareneinsatz und Fremdleistungen,,,
3420,Wareneingang EU 7/5% VSt. u. USt,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,Innergemeinschaftlicher Erwerb von Handelswaren zum ermäßigten Steuersatz.,93/61,92,Wareneinsatz und Fremdleistungen,,,
3425,Wareneingang EU 19/16% USt. u. VSt.,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,Innergemeinschaftlicher Erwerb von Handelswaren zum Regelsteuersatz.,89/61,94,Wareneinsatz und Fremdleistungen,,,
3430,Wareneingang EU ohne Vorsteuer und 7% / 5 % Umsatzsteuer,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Wie 3420, jedoch ohne Berechtigung zum Vorsteuerabzug.",93,,Wareneinsatz und Fremdleistungen,,,
3435,Wareneingang EU ohne Vorsteuer und 19/16% Umsatzsteuer,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Wie 3425, jedoch ohne Berechtigung zum Vorsteuerabzug.",89,,Wareneinsatz und Fremdleistungen,,,
3440,EU-Erwerb von Neufahrzeugen 19/16% Vorsteuer und 19/16% Umsatzsteuer Lieferanten ohne USt. ID,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,Innergemeinschaftlicher Erwerb eines Neufahrzeugs von einer Privatperson oder einem nicht-Unternehmer.,96/61,94,Wareneinsatz und Fremdleistungen,,,
3550,Steuerfreier innergemeinschaftlicher Erwerb,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Erwerb von Waren, der unter bestimmten Bedingungen steuerfrei ist (z.B. bei Verbringen in ein USt-Lager).",90,,Wareneinsatz und Fremdleistungen,,,
3558,Wareneingang im anderen EU-Land steuerbar,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Erwerb von Waren im Rahmen von Reihengeschäften, wenn der Erwerb in einem anderen EU-Land steuerbar ist.",,,,,,
3559,Wareneingang Drittland (Steuerfreie Einfuhren),Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Einfuhr von Waren, die von der Einfuhrumsatzsteuer befreit ist.",,,,,,
3600,Nicht abziehbare Vorsteuer (Waren-EK),Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Als Aufwand gebuchte Vorsteuer, die nicht abzugsfähig ist und direkt den Anschaffungskosten zugerechnet wird.",,,Wareneinsatz und Fremdleistungen,,,
3610,Nicht abziehbare Vorsteuer 7% (Waren-EK),Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Wie 3600, für den ermäßigten Steuersatz.",,,Wareneinsatz und Fremdleistungen,,,
3660,Nicht abziehbare Vorsteuer 19% (Waren-EK),Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Wie 3600, für den Regelsteuersatz.",,,Wareneinsatz und Fremdleistungen,,,
3700,Nachlässe,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),"Erhaltene Preisnachlässe (Boni, Rabatte) ohne Vorsteuer, die den Wareneinsatz mindern.",,,Wareneinsatz und Fremdleistungen,,,
3701,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),"Erhaltene Preisnachlässe ohne Vorsteuer, die den Materialaufwand mindern.",,,Wareneinsatz und Fremdleistungen,,,
3710,Nachlässe 7/5% VSt,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Preisnachlässe mit Vorsteuerkorrektur (ermäßigter Satz).,66,9,Wareneinsatz und Fremdleistungen,,,
3714,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7/5% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Preisnachlässe für RHB mit Vorsteuerkorrektur (ermäßigter Satz).,66,9,Wareneinsatz und Fremdleistungen,,,
3715,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19/16% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Preisnachlässe für RHB mit Vorsteuerkorrektur (Regelsatz).,66,9,Wareneinsatz und Fremdleistungen,,,
3717,"Nachlässe Einkauf Roh-, Hilfs- und Betriebsstoffe, EU-Erwerb 7/5% VSt und USt",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Preisnachlässe für i.g. Erwerb von RHB (ermäßigter Satz).,93/61,92,Wareneinsatz und Fremdleistungen,,,
3718,"Nachlässe Einkauf Roh-, Hilfs- und Betriebsstoffe, EU-Erwerb 19/16% VSt und USt",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Preisnachlässe für i.g. Erwerb von RHB (Regelsatz).,89/61,94,Wareneinsatz und Fremdleistungen,,,
3720,Nachlässe 19/16% VSt,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Preisnachlässe mit Vorsteuerkorrektur (Regelsatz).,66,9,Wareneinsatz und Fremdleistungen,,,
3724,Nachlässe EU-Erwerb 7/5% Vorsteuer und 7/5% Umsatzsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Preisnachlässe für i.g. Erwerb von Waren (ermäßigter Satz).,93/61,92,Wareneinsatz und Fremdleistungen,,,
3725,Nachlässe EU-Erwerb 19/16% Vorsteuer und 19/16% Umsatzsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Preisnachlässe für i.g. Erwerb von Waren (Regelsatz).,89/61,94,Wareneinsatz und Fremdleistungen,,,
3730,Erhaltene Skonti,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Erhaltene Skonti ohne Vorsteuerkorrektur.,,,Wareneinsatz und Fremdleistungen,,,
3731,Erhaltene Skonti - 7% Vorsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Skontoabzug von Rechnungen mit 7% Vorsteuer.,66,9,Wareneinsatz und Fremdleistungen,,,
3732,Erhaltene Skonti - 5% Vorsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Skontoabzug von Rechnungen mit 5% Vorsteuer (temporär gesenkt).,66,9,Wareneinsatz und Fremdleistungen,,,
3733,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Erhaltene Skonti für RHB ohne Vorsteuerkorrektur.,,,Wareneinsatz und Fremdleistungen,,,
3734,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Skontoabzug von RHB-Rechnungen mit 7% Vorsteuer.,66,9,Wareneinsatz und Fremdleistungen,,,
3735,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 5% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Skontoabzug von RHB-Rechnungen mit 5% Vorsteuer.,66,9,Wareneinsatz und Fremdleistungen,,,
3736,Erhaltene Skonti - 19% Vorsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Skontoabzug von Rechnungen mit 19% Vorsteuer.,66,9,Wareneinsatz und Fremdleistungen,,,
3737,Erhaltene Skonti - 16% Vorsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Skontoabzug von Rechnungen mit 16% Vorsteuer (temporär gesenkt).,66,9,Wareneinsatz und Fremdleistungen,,,
3738,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Skontoabzug von RHB-Rechnungen mit 19% Vorsteuer.,66,9,Wareneinsatz und Fremdleistungen,,,
3739,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 16% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Skontoabzug von RHB-Rechnungen mit 16% Vorsteuer.,66,9,Wareneinsatz und Fremdleistungen,,,
3750,Erhaltene Boni - 7/5% Vorsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Nachträglich erhaltene Boni mit Vorsteuerkorrektur (ermäßigter Satz).,66,9,Wareneinsatz und Fremdleistungen,,,
3753,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Nachträglich erhaltene Boni für RHB ohne Vorsteuerkorrektur.,,,Wareneinsatz und Fremdleistungen,,,
3754,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7/5% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Nachträglich erhaltene Boni für RHB (ermäßigter Satz).,66,9,Wareneinsatz und Fremdleistungen,,,
3755,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19/16% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Nachträglich erhaltene Boni für RHB (Regelsatz).,66,9,Wareneinsatz und Fremdleistungen,,,
3760,Erhaltene Boni - 19/16% Vorsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Nachträglich erhaltene Boni mit Vorsteuerkorrektur (Regelsatz).,66,9,Wareneinsatz und Fremdleistungen,,,
3769,Erhaltene Boni,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Sammelkonto für erhaltene Boni ohne Vorsteuer.,,,Wareneinsatz und Fremdleistungen,,,
3770,Erhaltene Rabatte,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Sammelkonto für erhaltene Rabatte ohne Vorsteuer.,,,Wareneinsatz und Fremdleistungen,,,
3780,Erhaltene Rabatte 7/5% Vorsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Erhaltene Rabatte mit Vorsteuerkorrektur (ermäßigter Satz).,66,9,Wareneinsatz und Fremdleistungen,,,
3783,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Erhaltene Rabatte für RHB ohne Vorsteuerkorrektur.,,,Wareneinsatz und Fremdleistungen,,,
3784,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7/5% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Erhaltene Rabatte für RHB (ermäßigter Satz).,66,9,Wareneinsatz und Fremdleistungen,,,
3785,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19/16% Vorsteuer",Betriebsausgabe,Preisnachlässe,,,5.a) Aufwendungen für RHB (als Minderung),Erhaltene Rabatte für RHB (Regelsatz).,66,9,Wareneinsatz und Fremdleistungen,,,
3790,Erhaltene Rabatte 19/16% Vorsteuer,Betriebsausgabe,Preisnachlässe,,,5.b) Aufwendungen für bezogene Waren (als Minderung),Erhaltene Rabatte mit Vorsteuerkorrektur (Regelsatz).,66,9,Wareneinsatz und Fremdleistungen,,,
3800,Anschaffungsnebenkosten,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,"Nebenkosten des Wareneinkaufs wie Fracht, Verpackung, Versicherung.",,,,,,
3850,Zölle und Einfuhrabgaben,Betriebsausgabe,Wareneinkauf,,,5.b) Aufwendungen für bezogene Waren,Anschaffungsnebenkosten für Waren aus Drittländern (ohne Einfuhrumsatzsteuer).,,,,,,
4100,Löhne und Gehälter,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Sammelkonto für Bruttolöhne und -gehälter.,,,,,,
4110,Löhne,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Bruttolöhne für gewerbliche Arbeitnehmer.,,,,,,
4120,Gehälter,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Bruttogehälter für Angestellte.,,,,,,
4124,Geschäftsführergehälter der GmbH-Gesellschafter,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Bruttogehälter für Gesellschafter-Geschäftsführer.,,,,,,
4126,Tantiemen Gesellschafter-Geschäftsführer,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Erfolgsabhängige Vergütungen für Gesellschafter-Geschäftsführer.,,,,,,
4127,Geschäftsführergehälter,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Bruttogehälter für Fremdgeschäftsführer.,,,,,,
4129,Tantiemen Arbeitnehmer,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Erfolgsabhängige Vergütungen für Arbeitnehmer.,,,,,,
4130,Gesetzliche soziale Aufwendungen,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben und Aufwendungen für Altersversorgung,"Arbeitgeberanteile zur Sozialversicherung (Kranken-, Renten-, Arbeitslosen-, Pflegeversicherung).",,,,,,
4138,Beiträge zur Berufsgenossenschaft (Personal),Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,Beiträge zur gesetzlichen Unfallversicherung.,,,,,,
4139,Ausgleichsabgabe i.S.d. Schwerbehindgesetzes,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,Abgabe für die Nichtbeschäftigung von Schwerbehinderten.,,,,,,
4140,Freiwillige soziale Aufwendungen - lohnsteuerfrei,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,"Lohnsteuerfreie freiwillige Leistungen wie Zuschüsse für Kindergarten, Erholungsbeihilfen.",,,,,,
4141,Sonstige soziale Abgaben,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,Sonstige gesetzliche Abgaben wie Umlage U1/U2/Insolvenzgeld.,,,,,,
4144,Soziale Abgaben für Minijobber,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,Pauschale Kranken- und Rentenversicherungsbeiträge für geringfügig Beschäftigte.,,,,,,
4145,Freiwillige soziale Aufwendungen - lohnsteuerpflichtig,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Lohnsteuerpflichtige freiwillige Leistungen, gelten als Arbeitslohn.",,,,,,
4146,Freiwillige Zuwendungen an Minijobber,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Freiwillige, steuerpflichtige Leistungen an Minijobber.",,,,,,
4147,Freiwillige Zuwendungen an Gesellschafter-Geschäftsführer,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Freiwillige, steuerpflichtige Leistungen an Gesellschafter-Geschäftsführer.",,,,,,
4148,Freiwillige Zuwendungen an angestellte Mitunternehmer § 15 EStG,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Freiwillige, steuerpflichtige Leistungen an angestellte Mitunternehmer.",,,,,,
4149,Pauschale Steuer auf sonstige Bezüge (z.B. Fahrtkostenzuschüsse),Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Vom Arbeitgeber übernommene pauschale Lohnsteuer nach § 40 EStG.,,,,,,
4150,Krankengeldzuschüsse,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Freiwillige Zuschüsse des Arbeitgebers zum Krankengeld.,,,,,,
4151,Sachzuwendungen und Dienstleistungen an Minijobber,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Steuerpflichtige Sachbezüge an Minijobber.,,,,,,
4152,Sachzuwendungen und Dienstleistungen an Arbeitnehmer,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Steuerpflichtige Sachbezüge (z.B. Firmenwagen, Gutscheine) an Arbeitnehmer.",,,,,,
4153,Sachzuwendungen und Dienstleistungen an Gesellschafter-Geschäftsführer,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Steuerpflichtige Sachbezüge an Gesellschafter-Geschäftsführer.,,,,,,
4154,Sachzuwendungen und Dienstleistungen an angestellte Mitunternehmer § 15 EStG,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Steuerpflichtige Sachbezüge an angestellte Mitunternehmer.,,,,,,
4155,Zuschüsse der Agenturen für Arbeit (Haben),Einnahme,Personalkosten (Minderung),,,6.a) Löhne und Gehälter (als Minderung),"Erhaltene Lohnkostenzuschüsse (z.B. Kurzarbeitergeld, Eingliederungszuschüsse), die den Personalaufwand mindern.",,,,,,
4156,Aufwendungen aus der Veränderung von Urlaubsrückstellungen,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Aufwand aus der Zuführung bzw. Ertrag aus der Auflösung von Urlaubsrückstellungen.,,,,,,
4157,Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Geschäftsführer,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Wie 4156, speziell für Geschäftsführer.",,,,,,
4158,Aufwendungen aus der Veränderung von Urlaubsrückstellungen für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend),Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Wie 4156, speziell für angestellte Mitunternehmer.",,,,,,
4159,Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Minijobber,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Wie 4156, speziell für Minijobber.",,,,,,
4160,Versorgungskassen,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,Beiträge an Pensions- oder Unterstützungskassen.,,,,,,
4165,Aufwendungen für Altersversorgung (Direktversicherung),Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,"Beiträge für betriebliche Altersvorsorge (z.B. Direktversicherung, Pensionsfonds).",,,,,,
4166,Aufwendungen für Altersversorgung für Gesellschafter-Geschäftsführer,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,"Wie 4165, speziell für Gesellschafter-Geschäftsführer.",,,,,,
4167,Pauschale Lohnsteuer auf sonstige Bezüge (z.B. Direktversicherung),Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Vom Arbeitgeber übernommene pauschale Lohnsteuer nach § 40b EStG.,,,,,,
4168,Aufwendungen für die Alterversorgung für Mitunternehmer § 15 EStG,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,"Wie 4165, speziell für angestellte Mitunternehmer.",,,,,,
4169,Aufwendungen für Unterstützung,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,"Unterstützungsleistungen an (ehemalige) Arbeitnehmer, z.B. bei Notfällen.",,,,,,
4170,Vermögenswirksame Leistungen,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Arbeitgeberanteil zu vermögenswirksamen Leistungen.,,,,,,
4175,Fahrtkostenerstattung - Fahrten Wohnung/Arbeitsstätte,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Steuerpflichtige oder pauschal versteuerte Zuschüsse des Arbeitgebers.,,,,,,
4180,Bedienungsgelder,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,"Trinkgelder, die als Betriebsausgabe behandelt werden (z.B. bei Verteilung durch Arbeitgeber).",,,,,,
4190,Aushilfslöhne,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Löhne für kurzfristig Beschäftigte.,,,,,,
4194,Pauschale Steuer für Minijobber,Betriebsausgabe,Personalkosten,,,6.b) Soziale Abgaben...,Pauschale Lohnsteuer (2%) für geringfügig Beschäftigte.,,,,,,
4195,Löhne für Minijobs,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Bruttolöhne für geringfügig Beschäftigte (Minijobber).,,,,,,
4196,Pauschale Steuer für Gesellschafter-Geschäftsführer,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Vom Arbeitgeber übernommene pauschale Lohnsteuer für Gesellschafter-Geschäftsführer.,,,,,,
4197,Pauschale Steuern für angestellte Mitunternehmer § 15 EStG,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Vom Arbeitgeber übernommene pauschale Lohnsteuer für angestellte Mitunternehmer.,,,,,,
4198,Pauschale Steuern für Arbeitnehmer,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Sammelkonto für pauschale Lohnsteuern.,,,,,,
4199,Pauschale Steuer für Aushilfen,Betriebsausgabe,Personalkosten,,,6.a) Löhne und Gehälter,Pauschale Lohnsteuer für kurzfristig Beschäftigte nach § 40a Abs. 1 EStG.,,,,,,
4200,Raumkosten,Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,Sammelkonto für Raumkosten.,,,,,,
4210,Büromiete / betriebliche Räume und Nutzungsflächen,Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,"Miete für Geschäftsräume, Büros, Lagerhallen etc.",,,,,,
4211,"Aufwendungen für gemietete oder gepachtete unbewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind",Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,"Anteil der Miete/Pacht, der bei der Gewerbesteuer hinzugerechnet wird.",,,,,,
4212,Miete/Aufwendungen für doppelte Haushaltsführung,Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,Abzugsfähige Mietkosten im Rahmen einer doppelten Haushaltsführung.,,,,,,
